index,mid,display_name,Living room,Work place(kantoor),Classroom,Work Shop,Kitchen,Bathroom,Bedroom,Gym,Trainstation,On public transport,Airfield,On water,Public place,In car,on Bicycle,Concert,Farm,Nature,Park
80,/t/dd00136,Whimper (dog),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
81,/m/01yrx,Cat,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
82,/m/02yds9,Purr,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
83,/m/07qrkrw,Meow,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
84,/m/07rjwbb,Hiss,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
85,/m/07r81j2,Caterwaul,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
86,/m/0ch8v,"Livestock, farm animals, working animals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,/m/03k3r,Horse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
88,/m/07rv9rh,Clip-clop,0,,,,,,,,,,,,,,,,1,1,
89,/m/07q5rw0,"Neigh, whinny",0,,,,,,,,,,,,,,,,1,1,
90,/m/01xq0k1,"Cattle, bovinae",0,,,,,,,,,,,,,,,,1,,
91,/m/07rpkh9,Moo,0,,,,,,,,,,,,,,,,1,,
92,/m/0239kh,Cowbell,0,,,,,,,,,,,,,,,,1,,
93,/m/068zj,Pig,0,,,,,,,,,,,,,,,,1,,
94,/t/dd00018,Oink,0,,,,,,,,,,,,,,,,1,,
95,/m/03fwl,Goat,0,,,,,,,,,,,,,,,,1,,
96,/m/07q0h5t,Bleat,0,,,,,,,,,,,,,,,,1,,
97,/m/07bgp,Sheep,0,,,,,,,,,,,,,,,,1,,
98,/m/025rv6n,Fowl,0,,,,,,,,,,,,,,,,1,,
99,/m/09b5t,"Chicken, rooster",0,,,,,,,,,,,,,,,,1,,
100,/m/07st89h,Cluck,0,,,,,,,,,,,,,,,,1,,
101,/m/07qn5dc,"Crowing, cock-a-doodle-doo",0,,,,,,,,,,,,,,,,1,,
102,/m/01rd7k,Turkey,0,,,,,,,,,,,,,,,,1,,
103,/m/07svc2k,Gobble,0,,,,,,,,,,,,,,,,1,,
104,/m/09ddx,Duck,0,,,,,,,,,,,,,,,,1,1,1
105,/m/07qdb04,Quack,0,,,,,,,,,,,,,,,,1,1,1
106,/m/0dbvp,Goose,0,,,,,,,,,,,,,,,,1,1,1
107,/m/07qwf61,Honk,0,,,,,,,,,,,,,,,,,1,
108,/m/01280g,Wild animals,0,,,,,,,,,,,,,,,,,1,
109,/m/0cdnk,"Roaring cats (lions, tigers)",0,,,,,,,,,,,,,,,,,1,
110,/m/04cvmfc,Roar,0,,,,,,,,,,,,,,,,,1,
111,/m/015p6,Bird,0,,,,,,,,,,,,,,,,,1,1
112,/m/020bb7,"Bird vocalization, bird call, bird song",0,,,,,,,,,,,,,,,,,1,1
113,/m/07pggtn,"Chirp, tweet",0,,,,,,,,,,,,,,,,,1,1
114,/m/07sx8x_,Squawk,0,,,,,,,,,,,,,,,,,1,1
115,/m/0h0rv,"Pigeon, dove",0,,,,,,,,1,,,,1,,,,,1,1
116,/m/07r_25d,Coo,0,,,,,,,,,,,,,,,,,1,1
117,/m/04s8yn,Crow,0,,,,,,,,,,,,,,,,,1,1
118,/m/07r5c2p,Caw,0,,,,,,,,,,,,,,,,,,
119,/m/09d5_,Owl,0,,,,,,,,,,,,,,,,,1,
120,/m/07r_80w,Hoot,0,,,,,,,,,,,,,,,,,1,
121,/m/05_wcq,"Bird flight, flapping wings",0,,,,,,,,1,,,,1,,,,,1,1
122,/m/01z5f,"Canidae, dogs, wolves",0,,,,,,,,,,,,,,,,,1,
123,/m/06hps,"Rodents, rats, mice",0,,,,,,,,,,,,1,,,,1,1,
124,/m/04rmv,Mouse,0,,,,,,,,,,,,,,,,,1,
125,/m/07r4gkf,Patter,0,,,,,,,,,,,,,,,,,,
126,/m/03vt0,Insect,0,,,,,,,,,,,,,,,,,,
127,/m/09xqv,Cricket,0,,,,,,,,,,,,,,,,,,
128,/m/09f96,Mosquito,1,,,,1,,1,,,,,,,,,,,1,
129,/m/0h2mp,"Fly, housefly",1,,,,1,,1,,,,,,,,,,1,1,1
130,/m/07pjwq1,Buzz,1,,,,1,,1,,,,,,,,,,1,1,1
131,/m/01h3n,"Bee, wasp, etc.",0,,,,,,,,,,,,,,,,1,1,1
132,/m/09ld4,Frog,0,,,,,,,,,,,,,,,,1,1,1
133,/m/07st88b,Croak,0,,,,,,,,,,,,,,,,1,1,
134,/m/078jl,Snake,0,,,,,,,,,,,,,,,,,1,
135,/m/07qn4z3,Rattle,0,,,,,,,,,,,,,,,,,1,
136,/m/032n05,Whale vocalization,0,,,,,,,,,,,1,,,,,,1,
137,/m/04rlf,Music,1,1,,,,,,1,,,,,,,,1,,,
138,/m/04szw,Musical instrument,,,,,,,,,,,,,,,,1,,,
139,/m/0fx80y,Plucked string instrument,,,,,,,,,,,,,,,,1,,,
140,/m/0342h,Guitar,,,,,,,,,,,,,,,,1,,,
141,/m/02sgy,Electric guitar,,,,,,,,,,,,,,,,1,,,
142,/m/018vs,Bass guitar,,,,,,,,,,,,,,,,1,,,
143,/m/042v_gx,Acoustic guitar,,,,,,,,,,,,,,,,1,,,
144,/m/06w87,"Steel guitar, slide guitar",,,,,,,,,,,,,,,,1,,,
145,/m/01glhc,Tapping (guitar technique),,,,,,,,,,,,,,,,1,,,
146,/m/07s0s5r,Strum,,,,,,,,,,,,,,,,1,,,
147,/m/018j2,Banjo,,,,,,,,,,,,,,,,1,,,
148,/m/0jtg0,Sitar,,,,,,,,,,,,,,,,1,,,
149,/m/04rzd,Mandolin,,,,,,,,,,,,,,,,1,,,
150,/m/01bns_,Zither,,,,,,,,,,,,,,,,1,,,
151,/m/07xzm,Ukulele,,,,,,,,,,,,,,,,1,,,
152,/m/05148p4,Keyboard (musical),,,,,,,,,,,,,,,,1,,,
153,/m/05r5c,Piano,,,,,,,,,1,,,,,,,1,,,
154,/m/01s0ps,Electric piano,,,,,,,,,,,,,,,,1,,,
155,/m/013y1f,Organ,,,,,,,,,,,,,,,,1,,,
156,/m/03xq_f,Electronic organ,,,,,,,,,,,,,,,,1,,,
157,/m/03gvt,Hammond organ,,,,,,,,,,,,,,,,1,,,
158,/m/0l14qv,Synthesizer,,,,,,,,,,,,,,,,1,,,
159,/m/01v1d8,Sampler,,,,,,,,,,,,,,,,1,,,
160,/m/03q5t,Harpsichord,,,,,,,,,,,,,,,,1,,,
161,/m/0l14md,Percussion,,,,,,,,,,,,,,,,1,,,
162,/m/02hnl,Drum kit,,,,,,,,,,,,,,,,1,,,
163,/m/0cfdd,Drum machine,,,,,,,,,,,,,,,,1,,,
164,/m/026t6,Drum,,,,,,,,,,,,,,,,1,,,
165,/m/06rvn,Snare drum,,,,,,,,,,,,,,,,1,,,
166,/m/03t3fj,Rimshot,,,,,,,,,,,,,,,,1,,,
167,/m/02k_mr,Drum roll,,,,,,,,,,,,,,,,1,,,
168,/m/0bm02,Bass drum,,,,,,,,,,,,,,,,1,,,
169,/m/011k_j,Timpani,,,,,,,,,,,,,,,,1,,,
170,/m/01p970,Tabla,,,,,,,,,,,,,,,,1,,,
171,/m/01qbl,Cymbal,,,,,,,,,,,,,,,,1,,,
172,/m/03qtq,Hi-hat,,,,,,,,,,,,,,,,1,,,
173,/m/01sm1g,Wood block,,,,,,,,,,,,,,,,1,,,
174,/m/07brj,Tambourine,,,,,,,,,,,,,,,,1,,,
175,/m/05r5wn,Rattle (instrument),,,,,,,,,,,,,,,,1,,,
176,/m/0xzly,Maraca,,,,,,,,,,,,,,,,1,,,
177,/m/0mbct,Gong,,,,,,,,,,,,,,,,1,,,
178,/m/016622,Tubular bells,,,,,,,,,,,,,,,,1,,,
179,/m/0j45pbj,Mallet percussion,,,,,,,,,,,,,,,,1,,,
180,/m/0dwsp,"Marimba, xylophone",,,,,,,,,,,,,,,,1,,,
181,/m/0dwtp,Glockenspiel,,,,,,,,,,,,,,,,1,,,
182,/m/0dwt5,Vibraphone,,,,,,,,,,,,,,,,1,,,
183,/m/0l156b,Steelpan,,,,,,,,,,,,,,,,1,,,
184,/m/05pd6,Orchestra,,,,,,,,,,,,,,,,1,,,
185,/m/01kcd,Brass instrument,,,,,,,,,,,,,,,,1,,,
186,/m/0319l,French horn,,,,,,,,,,,,,,,,1,,,
187,/m/07gql,Trumpet,,,,,,,,,,,,,,,,1,,,
188,/m/07c6l,Trombone,,,,,,,,,,,,,,,,1,,,
189,/m/0l14_3,Bowed string instrument,,,,,,,,,,,,,,,,1,,,
190,/m/02qmj0d,String section,,,,,,,,,,,,,,,,1,,,
191,/m/07y_7,"Violin, fiddle",,,,,,,,,,,,,,,,1,,,
192,/m/0d8_n,Pizzicato,,,,,,,,,,,,,,,,1,,,
193,/m/01xqw,Cello,,,,,,,,,,,,,,,,1,,,
194,/m/02fsn,Double bass,,,,,,,,,,,,,,,,1,,,
195,/m/085jw,"Wind instrument, woodwind instrument",,,,,,,,,,,,,,,,1,,,
196,/m/0l14j_,Flute,,,,,,,,,,,,,,,,1,,,
197,/m/06ncr,Saxophone,,,,,,,,,,,,,,,,1,,,
198,/m/01wy6,Clarinet,,,,,,,,,,,,,,,,1,,,
199,/m/03m5k,Harp,,,,,,,,,,,,,,,,1,,,
200,/m/0395lw,Bell,,,,,,,,,,,,,,,,1,,,
201,/m/03w41f,Church bell,,,,,,,,,,,,,,,,1,,,
202,/m/027m70_,Jingle bell,,,,,,,,,,,,,,,,1,,,
203,/m/0gy1t2s,Bicycle bell,,,,,,,,,,,,,,,1,,,,
204,/m/07n_g,Tuning fork,,,,,,,,,,,,,,,,1,,,
205,/m/0f8s22,Chime,,,,,,,,,,,,,,,,,,,1
206,/m/026fgl,Wind chime,,,,,,,,,,,,,,,,,,,1
207,/m/0150b9,Change ringing (campanology),,,,,,,,,,,,,1,,,0,,,1
208,/m/03qjg,Harmonica,,,,,,,,,,,,,1,,,1,,,
209,/m/0mkg,Accordion,,,,,,,,,,,,,1,,,1,,,
210,/m/0192l,Bagpipes,,,,,,,,,,,,,,,,1,,,
211,/m/02bxd,Didgeridoo,,,,,,,,,,,,,,,,1,,,
212,/m/0l14l2,Shofar,,,,,,,,,,,,,,,,1,,,
213,/m/07kc_,Theremin,,,,,,,,,,,,,,,,1,,,
214,/m/0l14t7,Singing bowl,,,,,,,,,,,,,,,,1,,,
215,/m/01hgjl,Scratching (performance technique),,,,,,,,,,,,,,,,1,,,
216,/m/064t9,Pop music,,,,,,,,,,,,,,,,1,,,
217,/m/0glt670,Hip hop music,,,,,,,,,,,,,,,,1,,,
218,/m/02cz_7,Beatboxing,,,,,,,,,,,,,,,,1,,,
219,/m/06by7,Rock music,,,,,,,,,,,,,,,,1,,,
220,/m/03lty,Heavy metal,,,,,,,,,,,,,,,,1,,,
221,/m/05r6t,Punk rock,,,,,,,,,,,,,,,,1,,,
222,/m/0dls3,Grunge,,,,,,,,,,,,,,,,1,,,
223,/m/0dl5d,Progressive rock,,,,,,,,,,,,,,,,1,,,
224,/m/07sbbz2,Rock and roll,,,,,,,,,,,,,,,,1,,,
225,/m/05w3f,Psychedelic rock,,,,,,,,,,,,,,,,1,,,
226,/m/06j6l,Rhythm and blues,,,,,,,,,,,,,,,,1,,,
227,/m/0gywn,Soul music,,,,,,,,,,,,,,,,1,,,
228,/m/06cqb,Reggae,,,,,,,,,,,,,,,,1,,,
229,/m/01lyv,Country,,,,,,,,,,,,,,,,1,,,
230,/m/015y_n,Swing music,,,,,,,,,,,,,,,,1,,,
231,/m/0gg8l,Bluegrass,,,,,,,,,,,,,,,,1,,,
232,/m/02x8m,Funk,,,,,,,,,,,,,,,,1,,,
233,/m/02w4v,Folk music,,,,,,,,,,,,,,,,1,,,
234,/m/06j64v,Middle Eastern music,,,,,,,,,,,,,,,,1,,,
235,/m/03_d0,Jazz,,,,,,,,,,,,,,,,1,,,
236,/m/026z9,Disco,,,,,,,,,,,,,,,,1,,,
237,/m/0ggq0m,Classical music,,,,,,,,,,,,,,,,1,,,
238,/m/05lls,Opera,,,,,,,,,,,,,,,,1,,,
239,/m/02lkt,Electronic music,,,,,,,,,,,,,,,,1,,,
240,/m/03mb9,House music,,,,,,,,,,,,,,,,1,,,
241,/m/07gxw,Techno,,,,,,,,,,,,,,,,1,,,
242,/m/07s72n,Dubstep,,,,,,,,,,,,,,,,1,,,
243,/m/0283d,Drum and bass,,,,,,,,,,,,,,,,1,,,
244,/m/0m0jc,Electronica,,,,,,,,,,,,,,,,1,,,
245,/m/08cyft,Electronic dance music,,,,,,,,,,,,,,,,1,,,
246,/m/0fd3y,Ambient music,,,,,,,,,,,,,,,,1,,,
247,/m/07lnk,Trance music,,,,,,,,,,,,,,,,1,,,
248,/m/0g293,Music of Latin America,,,,,,,,,,,,,,,,1,,,
249,/m/0ln16,Salsa music,,,,,,,,,,,,,,,,1,,,
250,/m/0326g,Flamenco,,,,,,,,,,,,,,,,1,,,
251,/m/0155w,Blues,,,,,,,,,,,,,,,,1,,,
252,/m/05fw6t,Music for children,,,,,,,,,,,,,,,,1,,,
253,/m/02v2lh,New-age music,,,,,,,,,,,,,,,,1,,,
254,/m/0y4f8,Vocal music,,,,,,,,,,,,,,,,1,,,
255,/m/0z9c,A capella,,,,,,,,,,,,,,,,1,,,
256,/m/0164x2,Music of Africa,,,,,,,,,,,,,,,,1,,,
257,/m/0145m,Afrobeat,,,,,,,,,,,,,,,,1,,,
258,/m/02mscn,Christian music,,,,,,,,,,,,,,,,1,,,
259,/m/016cjb,Gospel music,,,,,,,,,,,,,,,,1,,,
260,/m/028sqc,Music of Asia,,,,,,,,,,,,,,,,1,,,
261,/m/015vgc,Carnatic music,,,,,,,,,,,,,,,,1,,,
262,/m/0dq0md,Music of Bollywood,,,,,,,,,,,,,,,,1,,,
263,/m/06rqw,Ska,,,,,,,,,,,,,,,,1,,,
264,/m/02p0sh1,Traditional music,,,,,,,,,,,,,,,,1,,,
265,/m/05rwpb,Independent music,,,,,,,,,,,,,,,,1,,,
266,/m/074ft,Song,,,,,,,,,,,,,,,,1,,,
267,/m/025td0t,Background music,1,1,,1,,,,1,,,,,,1,,1,,,
268,/m/02cjck,Theme music,1,,,,,,,,,,,,,1,,,,,
269,/m/03r5q_,Jingle (music),1,,,,,,,,,,,,,1,,,,,
270,/m/0l14gg,Soundtrack music,1,,,,,,,,,,,,,,,,,,
271,/m/07pkxdp,Lullaby,,,,,,,1,,,,,,,,,,,,
272,/m/01z7dr,Video game music,1,,,,,,,,,,,,,,,,,,
273,/m/0140xf,Christmas music,,,,,,,,,,,,,,1,,1,,,
274,/m/0ggx5q,Dance music,,,,,,,,,,,,,,1,,1,,,
275,/m/04wptg,Wedding music,,,,,,,,,,,,,,,,,,,
276,/t/dd00031,Happy music,,,,,,,,,,,,,,,,,,,
277,/t/dd00032,Funny music,,,,,,,,,,,,,,,,,,,
278,/t/dd00033,Sad music,,,,,,,,,,,,,,,,,,,
279,/t/dd00034,Tender music,,,,,,,,,,,,,,,,,,,
280,/t/dd00035,Exciting music,,,,,,,,,,,,,,,,,,,
281,/t/dd00036,Angry music,,,,,,,,,,,,,,,,,,,
282,/t/dd00037,Scary music,,,,,,,,,,,,,,,,,,,
283,/m/03m9d0z,Wind,,,,,,,,,,,,1,,,1,,1,1,1
284,/m/09t49,Rustling leaves,,,,,,,,,,,,,,,,,1,1,1
285,/t/dd00092,Wind noise (microphone),,,,,,,,,,,,1,,,1,,1,1,1
286,/m/0jb2l,Thunderstorm,,,,,,,,,,,,,,,,,,,
287,/m/0ngt1,Thunder,,,,,,,,,,,,,,,,,,,
288,/m/0838f,Water,,,,,,1,,,,,,1,,,1,,1,1,1
289,/m/06mb1,Rain,,,,,,1,,,,,,,,,1,,,,
290,/m/07r10fb,Raindrop,,,,,,1,,,,,,,,,1,,,,
291,/t/dd00038,Rain on surface,,,,,,1,,,,,,,,,,,,,
292,/m/0j6m2,Stream,,,,,1,,,,,,,,,,,,,1,1
293,/m/0j2kx,Waterfall,,,,,1,,,,,,,,,,,,,1,
294,/m/05kq4,Ocean,,,,,,,,,,,,1,,,,,,,
295,/m/034srq,"Waves, surf",,,,,,,,,,,,1,,,,,,,
296,/m/06wzb,Steam,,,,,1,,,,1,,,,,,,,,,
297,/m/07swgks,Gurgling,,,,,,1,,,,,,,,,,,,,
298,/m/02_41,Fire,,,,,,,,,,,,,,,,,,,
299,/m/07pzfmf,Crackle,,,,,,,,,,,,,,,,,,,
300,/m/07yv9,Vehicle,,,,,,,,,1,1,1,1,,1,,,,,
301,/m/019jd,"Boat, Water vehicle",,,,,,,,,,,,1,,,,,,,
302,/m/0hsrw,"Sailboat, sailing ship",,,,,,,,,,,,1,,,,,,,
303,/m/056ks2,"Rowboat, canoe, kayak",,,,,,,,,,,,1,,,,,,,
304,/m/02rlv9,"Motorboat, speedboat",,,,,,,,,,,,1,,,,,,,
305,/m/06q74,Ship,,,,,,,,,,,,1,,,,,,,
306,/m/012f08,Motor vehicle (road),,,,,,,,,,1,,,,1,1,,,,
307,/m/0k4j,Car,,,,,,,,,,,,,,1,1,,,,
308,/m/0912c9,"Vehicle horn, car horn, honking",,,,,,,,,,,,,,1,1,,,,
309,/m/07qv_d5,Toot,,,,,,,,,,,,,,1,1,,,,
310,/m/02mfyn,Car alarm,,,,,,,,,,,,,,1,1,,,,
311,/m/04gxbd,"Power windows, electric windows",,,,,,,,,,,,,,1,,,,,
312,/m/07rknqz,Skidding,,,,,,,,,,,,,,1,,,,,
313,/m/0h9mv,Tire squeal,,,,,,,,,,,,,,1,,,,,
314,/t/dd00134,Car passing by,,,,,,,,,,1,,,,1,1,,,,
315,/m/0ltv,"Race car, auto racing",,,,,,,,,,,,,,1,1,,,,
316,/m/07r04,Truck,,,,,,,,,,1,,,,1,1,,,,
317,/m/0gvgw0,Air brake,,,,,,,,,,1,,,,1,1,,,,
318,/m/05x_td,"Air horn, truck horn",,,,,,,,,,1,,,,1,1,,,,
319,/m/02rhddq,Reversing beeps,,,,,,,,,,1,,,,1,1,,,,
320,/m/03cl9h,"Ice cream truck, ice cream van",,,,,,,,,,1,,,,1,1,,,,
321,/m/01bjv,Bus,,,,,,,,,,1,,,,1,1,,,,
322,/m/03j1ly,Emergency vehicle,,,,,,,,,,1,,,,1,1,,,,
323,/m/04qvtq,Police car (siren),,,,,,,,,,1,,,,1,1,,,,
324,/m/012n7d,Ambulance (siren),,,,,,,,,,1,,,,1,1,,,,
325,/m/012ndj,"Fire engine, fire truck (siren)",,,,,,,,,,1,,,,1,,,,,
326,/m/04_sv,Motorcycle,,,,,,,,,,1,,,,1,1,,,,
327,/m/0btp2,"Traffic noise, roadway noise",,,,,,,,,0,0,,,,1,1,,,,
328,/m/06d_3,Rail transport,,,,,,,,,1,1,,,,,,,,,
329,/m/07jdr,Train,,,,,,,,,1,0,,,,,,,,,
330,/m/04zmvq,Train whistle,,,,,,,,,1,0,,,,,,,,,
331,/m/0284vy3,Train horn,,,,,,,,,1,1,,,,,,,,,
332,/m/01g50p,"Railroad car, train wagon",,,,,,,,,1,1,,,,,,,,,
333,/t/dd00048,Train wheels squealing,,,,,,,,,1,1,,,,,,,,,
334,/m/0195fx,"Subway, metro, underground",,,,,,,,,,1,,,,,,,,,
335,/m/0k5j,Aircraft,,,,,,,,,,,1,,,,,,,,
336,/m/014yck,Aircraft engine,,,,,,,,,,,1,,,,,,,,
337,/m/04229,Jet engine,,,,,,,,,,,1,,,,,,,,
338,/m/02l6bg,"Propeller, airscrew",,,,,,,,,,,1,,,,,,,,
339,/m/09ct_,Helicopter,,,,,,,,,,,1,,,,,,,,
340,/m/0cmf2,"Fixed-wing aircraft, airplane",,,,,,,,,,,1,,,,,,,,
341,/m/0199g,Bicycle,,,,,,,,,,,,,,,1,,,,1
342,/m/06_fw,Skateboard,,,,,,,,,,,,,,,,,,,1
343,/m/02mk9,Engine,,,,,,,,,1,1,,1,,1,1,,,,
344,/t/dd00065,Light engine (high frequency),,,,1,,,,,0,1,,1,,1,1,,,,
345,/m/08j51y,"Dental drill, dentist's drill",,,,,,,,,,,,,,,,,,,
346,/m/01yg9g,Lawn mower,,,,,,,,,,,,,,,,,1,,1
347,/m/01j4z9,Chainsaw,,,,,,,,,,,,,,,,,,1,1
348,/t/dd00066,Medium engine (mid frequency),,,,,,,,,1,1,,1,,1,1,,,,
349,/t/dd00067,Heavy engine (low frequency),,,,,,,,,1,1,,1,,,,,,,
350,/m/01h82_,Engine knocking,,,,,,,,,1,1,,1,,1,,,,,
351,/t/dd00130,Engine starting,,,,,,,,,1,0,,1,,1,,,,,
352,/m/07pb8fc,Idling,,,,,,,,,1,1,,1,,1,1,,,,
